chr,start,end,strand,symbol,length,P53KO-O1,p53KO-O2,p53KO-O-CAS1,p53KO-O-CAS2,p53KO-O-RAS1,p53KO-O-RAS2,WT-O1,WT-O2,RAS/CAS,PValueRAS/CAS,FDR,RAS/WT,PValueRAS/WT,FDR,P53KO/WT,PValueP53KO/WT,FDR,CAS/WT,PValueCAS/WT,FDR,Name
chr6,72382792,72389552,-,Mat2a,2813,6580,8257,7392,5656,8442,5033,2501,2333,-0.12,0.677487808,0.933358033,0.42,0.018865145,0.097394956,1.254149154,4.17E-12,7.26E-11,0.542320081,0.005768496,0.013353903,"methionine adenosyltransferase II, alpha"
chr11,40492815,40508705,-,Mat2b,2266,2331,2309,4133,3934,4464,3199,1487,1657,-0.2,0.377625958,0.601660486,0.25,0.173267566,0.486462207,0.507529076,0.167831453,0.340646548,0.453102263,0.025176009,0.05184674,"methionine adenosyltransferase II, beta"
chr10,80720289,80725726,+,Matk,1748,169,149,567,459,150,36,15,4,-2.14,9.71E-06,4.31E-05,1.96,0.001756703,0.014175613,3.241955519,4.06E-08,3.86E-07,4.100372961,8.20E-12,4.83E-11,megakaryocyte-associated tyrosine kinase
chr4,130500299,130511391,+,Matn1,2010,0,1,52,44,0,0,0,0,-4.58,1.45E-15,2.01E-14,0,1,1,0,1,1,4.580266608,9.11E-12,5.35E-11,"matrilin 1, cartilage matrix protein"
chr15,34236435,34365995,+,Matn2,3537,145,157,891,893,292,162,50,42,-1.91,5.91E-14,6.83E-13,1.2,5.47E-05,0.000695143,1.374601319,6.24E-06,4.04E-05,3.101155655,4.43E-27,7.73E-26,matrilin 2
chr12,8954734,8978834,+,Matn3,3022,0,0,0,2,0,0,0,0,0,0.553565196,0.797485369,0,1,1,0,1,1,0,0.553565196,0.791395255,matrilin 3
chr2,164215128,164230660,-,Matn4,2583,0,0,4,0,6,0,2,0,0.21,1,1,0.35,1,1,-1.502451638,0.563630301,0.864402986,0.142655521,1,1,matrilin 2
chr18,35721811,35751699,+,Matr3,4487,4802,4770,7333,6996,6379,4636,2024,2580,-0.52,0.023229347,0.054673894,0.32,0.231127221,0.587873111,1.105244766,0.000282032,0.001288974,0.835675797,0.000558808,0.001516074,matrin 3
chr8,72540021,72566633,-,Mau2,5391,1625,2352,4798,3197,4243,1966,1049,1173,-0.49,0.017506518,0.042504332,0.68,0.066646985,0.25066971,0.489845085,0.016108665,0.046860104,1.172300622,2.96E-05,9.53E-05,MAU2 sister chromatid cohesion factor
chr2,131059798,131073760,+,Mavs,3197,2535,4125,1704,1445,7014,4908,4224,5206,1.73,1.19E-17,2.04E-16,-0.6,0.001149577,0.010021066,-0.877533361,8.12E-05,0.00041745,-2.329201715,2.23E-30,4.98E-29,mitochondrial antiviral signaling protein
chr12,78038255,78063235,-,Max,2010,1457,2022,3239,2957,2997,1561,670,774,-0.42,0.001913624,0.005738635,0.83,0.002176416,0.016973122,0.978618197,9.33E-07,7.05E-06,1.250772122,1.12E-09,5.53E-09,Max protein
chr7,134165650,134169993,-,Maz,2376,3652,4663,10981,8261,7696,4434,2903,2999,-0.83,2.62E-05,0.000108931,0.07,0.98801736,1,0.190043513,0.296391644,0.538641054,0.898207592,2.93E-05,9.45E-05,MYC-associated zinc finger protein (purine-binding transcription factor)
chr15,76845916,76881098,-,Mb,1256,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,myoglobin
chr18,74427941,74442338,+,Mbd1,2687,1422,1948,1504,1291,2799,1663,1285,1109,0.58,0.011744144,0.029776775,-0.21,0.518341373,0.953101788,0.004792262,0.378663171,0.655259278,-0.793415114,0.001638484,0.004155211,dipeptidase 1 (renal)
chr18,70727945,70785785,+,Mbd2,1857,1984,2748,3529,3348,6507,4260,2451,2412,0.57,0.004448884,0.012392673,0.07,0.498025341,0.936247028,-0.44589968,0.064923681,0.154862604,-0.495385457,0.030710304,0.062229267,methyl-CpG binding domain protein 2
chr10,79855285,79862224,-,Mbd3,1596,3608,3400,4834,4557,7724,5110,3357,3074,0.36,0.112180199,0.217618349,-0.13,0.913150471,1,-0.036824473,0.471964252,0.783628579,-0.495191023,0.090110869,0.165181937,methyl-CpG binding domain protein 3
chr9,18282838,18289736,+,Mbd3l1,831,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,methyl-CpG binding domain protein 3-like 1
chr9,18235058,18250760,+,Mbd3l2,2158,0,0,2,0,0,1,2,0,-1.02,1,1,-1.5,0.681169261,1,-1.502451638,0.541971238,0.856539379,-0.48405923,0.681169261,0.937707239,methyl-CpG binding domain protein 3-like 2
chr6,115790714,115803359,-,Mbd4,3592,120,181,661,489,238,122,20,22,-1.77,7.57E-09,5.07E-08,2.19,4.71E-08,1.14E-06,2.379462688,1.36E-11,2.20E-10,3.957436089,3.72E-25,5.61E-24,methyl-CpG binding domain protein 4
chr2,48805027,49172589,+,Mbd5,7072,127,195,383,321,541,317,179,204,0.18,0.668744862,0.923614795,0.26,0.735669833,1,-0.63409411,0.126816096,0.272359862,0.076894129,0.944053334,1,methyl CpG binding protein 2
chr10,126719011,126725827,-,Mbd6,4059,2012,3184,4858,2782,5816,2449,1469,1185,-0.05,0.84382646,1,0.65,0.034288723,0.153598675,0.312069758,0.011235189,0.034194055,0.704951594,0.020792891,0.043667701,methyl-CpG binding domain protein 6
chr12,57429293,57446881,-,Mbip,1517,267,280,1174,947,505,308,180,184,-1.53,7.17E-08,4.26E-07,0.15,0.66046238,1,0.42699434,0.287555788,0.526080179,1.678825772,1.02E-08,4.67E-08,heat shock protein 5
chr14,41964744,41972248,+,Mbl1,928,7726,6551,6101,6474,26417,20983,12680,11069,1.8,1.14E-13,1.28E-12,-0.28,0.973597808,1,-0.855565116,3.07E-05,0.000173333,-2.076637312,1.45E-13,9.79E-13,mannose-binding lectin (protein A) 1
chr19,30307446,30314172,+,Mbl2,1075,9190,9273,1029,987,26607,19421,20690,25472,4.38,1.44E-59,3.76E-57,-0.97,2.25E-05,0.000320917,-1.311630115,3.08E-11,4.71E-10,-5.349226216,3.87E-81,1.55E-78,mannose-binding lectin (protein A) 1
chr5,138635541,138636849,+,Mblac1,1309,95,55,151,155,195,121,61,48,0.07,0.829759829,1,0.33,0.225935822,0.578977671,0.501366649,0.631881121,0.94285183,0.264795767,0.15498599,0.267817266,metallo-beta-lactamase domain containing 1
chr13,81850415,81892274,+,Mblac2,3883,289,402,343,253,1127,740,497,524,1.39,4.60E-12,4.36E-11,-0.15,0.489110178,0.925720379,-0.921197304,8.99E-05,0.000457392,-1.544887264,6.91E-14,4.76E-13,metallo-beta-lactamase domain containing 2
chr3,60276751,60433670,+,Mbnl1,5822,5242,6167,21475,21015,9853,6547,2709,2523,-1.44,3.71E-15,4.86E-14,0.53,0.00079954,0.007394075,0.811072267,9.60E-06,6.01E-05,1.965165411,7.66E-28,1.42E-26,muscleblind like splicing factor 1
chr14,120674890,120830920,+,Mbnl2,4562,2153,2792,4237,3701,3759,2568,1427,1315,-0.49,0.036196967,0.081135948,0.06,0.359961292,0.761746532,0.451904861,0.008552299,0.026822594,0.548433174,0.002732238,0.006675485,muscleblind like splicing factor 2
chrX,48466670,48559009,-,Mbnl3,8679,67,88,1064,1042,116,83,44,74,-3.5,8.51E-29,3.98E-27,0.05,0.457476512,0.888038324,0.462868879,0.791922376,1,3.548972308,1.49E-24,2.16E-23,muscleblind like splicing factor 3
chr13,30228358,30338563,+,Mboat1,2894,20,22,90,88,59,39,36,18,-0.89,0.007482648,0.019803751,-0.62,0.72258511,1,-0.953647887,0.163278368,0.333209454,0.266127861,0.036029509,0.072034222,membrane bound O-acyltransferase domain containing 1
chr12,25516463,25645164,+,Mboat2,2813,2,2,8,20,14,6,0,0,0.83,0.344007467,0.556658789,2.64,0.001240193,0.010696003,1.391956939,0.1527114,0.316279932,1.811842593,0.000488683,0.00133769,membrane bound O-acyltransferase domain containing 2
chr8,35178083,35188239,+,Mboat4,1842,0,2,4,2,0,0,0,0,-1.52,0.057785024,0.122630257,0,1,1,0,0.524879511,0.842741173,1.518798282,0.163163713,0.279640465,membrane bound O-acyltransferase domain containing 4
chr7,3629390,3645127,-,Mboat7,2888,964,1243,1878,1738,3992,2646,1519,1804,0.77,6.10E-05,0.000239666,0.06,0.914907948,1,-0.796247314,3.49E-06,2.37E-05,-0.714845206,4.16E-05,0.000131921,membrane bound O-acyltransferase domain containing 7
chr18,82644514,82755029,+,Mbp,6728,368,559,1813,1632,335,139,55,36,-2.72,5.27E-24,1.67E-22,1.27,6.29E-05,0.000784465,2.569965914,7.91E-21,3.74E-19,3.988381283,9.12E-39,3.67E-37,mannose-binding lectin (protein C) 2
chr11,93747532,93808298,+,Mbtd1,5247,635,832,3023,2472,1648,1015,391,652,-1.19,5.45E-06,2.51E-05,0.74,0.210854814,0.553952733,0.558464586,0.453733706,0.757689972,1.928247703,1.06E-08,4.83E-08,mbt domain containing 1
chr8,122032051,122082661,-,Mbtps1,4398,1852,2594,3428,2991,6290,4063,3042,3336,0.56,0.002576538,0.007540454,-0.29,0.086437918,0.30289765,-0.856665416,1.55E-05,9.29E-05,-0.848407549,2.62E-06,9.46E-06,"membrane-bound transcription factor peptidase, site 1"
chrX,153985753,154036647,-,Mbtps2,4810,335,376,666,634,934,604,254,339,0.17,0.651267686,0.904095396,0.54,0.187842248,0.51123713,0.259149158,0.927369549,1,0.367142889,0.383531858,0.583750107,"membrane-bound transcription factor peptidase, site 2"
chr8,125930981,125934647,+,Mc1r,3667,0,0,2,2,0,0,0,0,-0.85,0.171175336,0.311387911,0,1,1,0,1,1,0.846423614,0.294971427,0.468886175,melanocortin 1 receptor
chr18,68566560,68588913,-,Mc2r,1573,0,0,0,4,0,0,0,0,0,0.231479645,0.400564926,0,1,1,0,1,1,0,0.351111408,0.540457618,melanocortin 2 receptor
chr2,172073991,172076614,+,Mc3r,2624,0,0,2,0,0,0,0,0,-1.02,0.555778121,0.797485369,0,1,1,0,1,1,1.018392408,1,1,melanocortin 3 receptor
chr18,67017361,67020126,-,Mc4r,2766,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,melanocortin 4 receptor
chr18,68497256,68499365,+,Mc5r,1164,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,melanocortin 5 receptor
chr9,43942740,43950809,+,Mcam,2908,477,830,692,558,742,378,206,232,-0.21,0.21294295,0.374454763,0.52,0.251232637,0.62119869,1.065186637,9.59E-07,7.23E-06,0.725498125,0.018083241,0.038467234,melanoma cell adhesion molecule
chr15,83377226,83386141,-,Mcat,1897,915,1090,1000,941,2160,1562,1544,1347,0.8,2.13E-05,8.97E-05,-0.85,0.001031596,0.009190289,-0.894990445,3.04E-05,0.000171819,-1.647070847,1.17E-13,7.92E-13,malonyl CoA:ACP acyltransferase (mitochondrial)
chr18,44584713,44971836,-,Mcc,8447,532,791,505,358,2451,1553,900,1442,1.96,4.64E-17,7.51E-16,0.11,0.293233451,0.680787732,-0.898228265,3.38E-06,2.31E-05,-1.844995804,1.62E-20,1.78E-19,mutated in colorectal cancers
chr3,35858230,35899600,-,Mccc1,2998,1437,1697,1056,1093,4220,3250,3926,3591,1.68,4.33E-17,7.04E-16,-1.23,3.84E-07,7.99E-06,-1.590159708,1.01E-14,2.43E-13,-2.915408753,2.31E-38,9.04E-37,methylcrotonoyl-Coenzyme A carboxylase 1 (alpha)
chr13,100718486,100785594,-,Mccc2,2141,1895,2222,1582,1606,5822,4582,4141,3809,1.56,4.83E-15,6.24E-14,-0.84,0.002745174,0.020480851,-1.268219272,1.18E-09,1.44E-08,-2.409212751,4.54E-26,7.31E-25,methylcrotonoyl-Coenzyme A carboxylase 2 (beta)
chr7,71537656,71557005,+,Mcee,699,3987,2991,2585,2736,6731,5100,3542,2875,1.07,1.07E-04,4.03E-04,-0.41,0.669162379,1,0.02995309,0.610002932,0.916147611,-1.475921823,1.84E-05,6.09E-05,methylmalonyl CoA epimerase
chrX,57309132,57400820,-,Mcf2,3639,0,0,0,0,1,6,0,0,0,0.086918228,0.174421864,0,0.141385311,0.426173103,0,1,1,0,1,1,mcf.2 transforming sequence
chr8,12915892,13020509,+,Mcf2l,5544,28,59,57,41,53,30,10,6,-0.41,0.421593203,0.658943173,0.99,0.014028456,0.077256237,1.217760586,6.04E-05,0.000319164,1.402266946,0.001192833,0.003082557,mcf.2 transforming sequence-like
chr17,87653782,87665287,-,Mcfd2,2280,10994,12724,10254,10137,20983,15604,12843,11847,0.72,0.000137731,0.000510178,-0.63,0.02559385,0.122943587,-0.365239805,0.072485836,0.170296282,-1.345910515,2.13E-09,1.02E-08,multiple coagulation factor deficiency 2
chr15,81065928,81069394,+,Mchr1,2191,0,0,94,94,0,0,0,0,-5.39,1.10E-22,3.09E-21,0,1,1,0,1,1,5.391365362,5.75E-17,4.96E-16,melanin-concentrating hormone receptor 1
chr3,95462642,95467101,+,Mcl1,3491,9719,13184,19970,16509,17668,10470,4498,4911,-0.49,0.007567018,0.020006542,0.64,0.004134189,0.028835101,0.970332337,2.55E-07,2.14E-06,1.129233016,3.96E-08,1.71E-07,myeloid cell leukemia sequence 1
chr2,4911769,4933837,-,Mcm10,3514,3206,3453,1504,1101,9557,6824,3845,3771,2.35,9.22E-32,5.54E-30,-0.02,0.634175679,1,-0.402994946,0.020829562,0.058491912,-2.372219156,1.19E-29,2.50E-28,minichromosome maintenance 10 replication initiation factor
chr6,88833467,88848774,-,Mcm2,3387,295,415,3402,3485,1002,479,296,217,-2.07,1.08E-20,2.50E-19,0.43,0.072145222,0.266051248,-0.147621542,0.529084805,0.844873917,2.495191097,6.21E-27,1.07E-25,modifier of chinchilla-mottled 2
chr1,20793094,20810294,-,Mcm3,2903,425,582,4653,4829,1445,618,358,251,-1.99,7.55E-15,9.48E-14,0.68,0.025919907,0.124150583,0.104374757,0.162300644,0.331554662,2.673495339,8.20E-22,9.77E-21,minichromosome maintenance complex component 3
chr10,75931715,75978602,+,Mcm3ap,6412,991,1223,1728,1281,2316,1590,1137,1132,0.11,0.146157113,0.273147914,-0.31,0.229334288,0.584464181,-0.338943637,0.086025708,0.196099799,-0.415708417,0.008197809,0.018529185,minichromosome maintenance complex component 3 associated protein
chr16,15623989,15637493,-,Mcm4,3605,318,465,2849,2772,898,426,222,283,-1.97,1.49E-13,1.65E-12,0.68,0.289742377,0.676489459,0.375709893,0.284792333,0.522051886,2.655199781,1.81E-16,1.50E-15,minichromosome maintenance complex component 4
chr8,77633426,77652338,+,Mcm5,3439,289,452,4307,3838,860,306,220,152,-2.62,2.98E-24,9.67E-23,0.64,0.064640751,0.244825791,0.247594241,0.019176106,0.054512978,3.261461541,1.35E-30,3.07E-29,minichromosome maintenance complex component 5
chr1,130228167,130256233,-,Mcm6,2918,531,748,4730,4773,1433,581,345,271,-2.03,8.53E-21,1.99E-19,0.72,0.016897243,0.089227886,0.47832658,0.003671957,0.0127102,2.750790187,1.88E-29,3.91E-28,minichromosome maintenance complex component 6
chr5,138605816,138613090,-,Mcm7,2411,413,519,2637,2629,1306,633,513,418,-1.32,4.42E-12,4.19E-11,0.02,0.963118538,1,-0.453319248,0.211644579,0.411393444,1.337556335,9.12E-12,5.35E-11,minichromosome maintenance complex component 7
chr2,132642070,132669924,+,Mcm8,3212,58,85,727,650,232,118,76,116,-1.94,2.64E-13,2.84E-12,0.29,0.526682179,0.959629331,-0.522008012,0.021154791,0.059219145,2.224319991,5.87E-11,3.23E-10,minichromosome maintenance 8 homologous recombination repair factor
chr10,53257129,53350245,-,Mcm9,3887,72,121,416,324,323,164,121,163,-0.67,0.011224534,0.028587197,0.09,0.357495016,0.758668996,-0.884257033,0.006067271,0.019814979,0.760035797,0.118362897,0.210866519,minichromosome maintenance 9 homologous recombination repair factor
chr7,135839972,135883943,-,Mcmbp,4169,1572,1749,4817,4251,3406,2239,1483,1585,-0.81,1.58E-05,6.78E-05,-0.14,0.448986715,0.878286911,-0.056681831,0.355474551,0.623300782,0.678052852,0.000385878,0.001070399,minichromosome maintenance complex binding protein
chr8,3500518,3515231,+,Mcoln1,2016,1016,1239,1570,1118,3297,1987,1569,1387,0.75,6.55E-06,2.98E-05,-0.26,0.296333472,0.684427196,-0.767333329,0.000331724,0.00149173,-1.017723315,3.62E-08,1.57E-07,mucolipin 1
chr3,145812796,145858476,+,Mcoln2,2681,87,59,210,166,287,79,15,2,0.17,0.601484283,0.848364067,2.85,2.09E-07,4.55E-06,2.296416039,7.07E-06,4.54E-05,2.674478661,2.00E-08,8.88E-08,mucolipin 2
chr3,145784754,145803610,+,Mcoln3,1724,0,0,0,0,4,0,2,0,1.44,0.32992745,0.53843425,-0.06,1,1,-1.502451638,0.553284966,0.862585459,-1.502451638,0.32992745,0.515671123,mucolipin 3
chr8,18595172,18803188,+,Mcph1,4633,89,111,292,227,353,212,126,127,-0.04,1,1,0.15,0.70625188,1,-0.635889183,0.058720192,0.142122191,0.193376598,0.707156918,0.966384028,"microcephaly, primary autosomal recessive 1"
chr14,56636800,56639228,+,Mcpt1,1033,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,mast cell protease 1
chr14,56660959,56663471,+,Mcpt2,976,0,0,207,223,0,0,0,0,-6.52,2.70E-33,1.87E-31,0,1,1,0,1,1,6.515614546,1.32E-26,2.20E-25,mast cell protease 1
chr14,56678580,56681147,-,Mcpt4,995,0,0,0,0,0,0,2,0,0,1,1,-1.5,0.347574432,0.74607044,-1.502451638,0.565049622,0.864784538,-1.502451638,0.347574432,0.536149596,mast cell protease 4
chr14,56700999,56704034,-,Mcpt8,844,39,66,66,65,10,5,0,2,-2.68,1.00E-10,8.29E-10,2.21,0.082079858,0.292701533,5.017811698,3.48E-13,6.89E-12,4.892699799,4.03E-12,2.43E-11,mast cell protease 8
chr14,56645700,56649332,-,Mcpt9,2005,0,0,2,2,0,0,0,0,-0.85,0.171195626,0.311387911,0,1,1,0,1,1,0.846423614,0.294990738,0.468886175,mast cell protease 9
chr15,99073247,99082392,-,Mcrs1,1931,333,358,782,756,438,247,210,178,-1.14,3.01E-07,1.65E-06,-0.27,0.391677464,0.804541654,0.521827284,0.036251668,0.094069758,0.869115483,2.79E-05,9.04E-05,microspherule protein 1
chr13,76522408,77171071,+,Mctp1,4310,46,79,952,846,36,19,6,2,-4.91,1.18E-39,1.24E-37,1.12,0.004562478,0.031213421,2.558442249,6.59E-12,1.12E-10,6.025931448,1.01E-46,6.86E-45,"multiple C2 domains, transmembrane 1"
chr7,79222715,79451481,-,Mctp2,5812,481,566,524,384,1195,887,462,702,0.87,4.83E-06,2.24E-05,0.03,0.505996625,0.943851927,-0.081433419,0.06818426,0.161529277,-0.832135293,2.34E-07,9.35E-07,"multiple C2 domains, transmembrane 2"
chrX,35953834,35966699,+,Mcts1,882,2337,2088,2453,2221,3385,2505,1263,1283,0.15,0.266791974,0.452093761,0.09,0.326616472,0.724082353,0.746631477,0.013672084,0.040574542,-0.063703805,0.902338056,1,malignant T cell amplified sequence 1
chr2,152512883,152513678,+,Mcts2,796,313,312,245,216,646,465,275,236,1.08,6.29E-05,2.46E-04,-0.11,0.696788186,1,0.046410477,0.97895464,1,-1.183027794,0.000349261,0.000975464,malignant T cell amplified sequence 2
chr17,35978442,35996615,+,Mdc1,7368,525,803,1881,1361,1348,634,376,443,-0.79,0.001678429,0.005086281,0.51,0.472848107,0.907011569,0.339176022,0.166971353,0.339167402,1.300716623,0.000131581,0.000391644,mediator of DNA damage checkpoint 1
chr17,47952280,47971640,-,Mdfi,1727,43,56,74,70,100,27,16,14,0.22,0.311762847,0.514699628,1.34,0.049983709,0.202726248,1.223574151,0.002907062,0.010347698,1.117939593,0.00329735,0.007936862,MyoD family inhibitor
chr6,15670660,15752169,+,Mdfic,3440,697,1054,2012,1915,2470,1645,786,853,-0.02,0.811947101,1,0.32,0.148107304,0.439939061,-0.314490728,0.322302962,0.576666474,0.333850169,0.092304757,0.168697904,MyoD family inhibitor domain containing
chr17,29964902,30024827,-,Mdga1,7582,19,14,59,46,93,10,4,0,0.47,0.660548727,0.914240078,3.01,0.000744563,0.006942782,1.833955817,0.01369588,0.040634784,2.540666475,0.000241707,0.000692721,MAM domain containing glycosylphosphatidylinositol anchor 1
chr12,67567045,68323536,-,Mdga2,9851,0,0,496,431,3,0,0,0,-6.6,9.48E-48,1.47E-45,1.18,0.50605783,0.943851927,0,1,1,7.77993516,3.77E-41,1.78E-39,MAM domain containing glycosylphosphatidylinositol anchor 2
chr11,21456694,21471937,-,Mdh1,1967,26183,26475,15364,16129,63816,50952,46817,42555,1.74,1.58E-15,2.17E-14,-0.89,0.003801901,0.026831512,-0.979367355,1.76E-06,1.26E-05,-2.628586546,4.63E-26,7.43E-25,"malate dehydrogenase 1, NAD (soluble)"
chr1,63745400,63776892,-,Mdh1b,1722,0,0,4,0,0,0,0,0,-1.65,0.211262319,0.371865204,0,1,1,0,1,1,1.645107159,0.332539792,0.518881749,"malate dehydrogenase 1B, NAD (soluble)"
chr5,136254518,136266256,+,Mdh2,1291,10312,9631,19975,20163,21525,14900,13363,10988,-0.21,0.248952555,0.426105271,-0.65,0.051451866,0.206696864,-0.514834576,0.011292139,0.034353883,-0.441237615,0.425054678,0.638502406,"malate dehydrogenase 2, NAD (mitochondrial)"
chr2,91769978,91772439,-,Mdk,1311,128,162,181,133,181,62,11,24,-0.27,0.162486947,0.299318059,2.66,0.000338596,0.003472629,3.300078103,5.27E-09,5.77E-08,2.932981128,1.56E-06,5.76E-06,midkine
chr10,117578842,117606055,+,Mdm1,3166,122,136,1051,815,140,49,39,32,-3.15,1.25E-28,5.73E-27,0.55,0.397838247,0.81238563,1.476370193,2.72E-06,1.89E-05,3.691357144,5.13E-30,1.11E-28,transformed mouse 3T3 cell double minute 1
chr10,117125960,117147772,-,Mdm2,3039,1486,2047,2772,2171,3074,1707,971,1218,-0.16,0.337109955,0.547671119,0.33,0.68392722,1,0.472499666,0.046206448,0.115640519,0.492480598,0.173152277,0.294630175,transformed mouse 3T3 cell double minute 2
chr1,134886421,134921925,-,Mdm4,3502,402,620,1293,785,1961,773,367,419,0.29,0.578076702,0.822285626,1.08,0.078699495,0.284002524,-0.010490974,0.86639978,1,0.797829722,0.227456853,0.375246486,transformed mouse 3T3 cell double minute 4
chr4,32744093,32862192,+,Mdn1,18061,1242,1246,1768,1485,2191,1181,416,582,0,0.724372822,0.984239031,1.06,0.009014122,0.054299688,1.435895566,0.000126209,0.000621361,1.065344069,0.003097946,0.007489468,midasin AAA ATPase 1
chr9,86474969,86589947,-,Me1,3592,2399,3133,578,596,14845,11447,14399,8707,4.37,5.13E-57,1.12E-54,-1.29,0.000787877,0.00730074,-2.725964862,6.50E-21,3.10E-19,-5.658754578,7.28E-73,2.09E-70,"malic enzyme 1, NADP(+)-dependent, cytosolic"
chr18,73929693,73975046,-,Me2,2471,601,739,1012,1000,891,340,53,50,-0.48,0.000797341,0.00256651,2.72,1.26E-15,1.13E-13,3.334403294,4.38E-27,3.81E-25,3.204368485,4.99E-27,8.66E-26,transcription factor 4
chr7,96781327,97002869,+,Me3,4384,8,6,2,4,8,10,5,0,0.99,0.077635991,0.158226821,-0.79,0.37340255,0.779333206,0.443393466,0.266619097,0.4958569,-1.787552487,0.602649417,0.847128317,"malic enzyme 3, NADP(+)-dependent, mitochondrial"
chr17,46818085,46820054,+,Mea1,844,2730,2542,2883,3086,5659,4083,2541,2342,0.66,0.011285555,0.028726868,-0.18,0.970752914,1,-0.03728,0.487742579,0.804366841,-0.839554226,0.010290611,0.022892103,male enhanced antigen 1
chr4,124762390,124787133,+,Meaf6,882,383,445,1008,930,678,433,200,252,-0.88,3.15E-05,0.000129574,0.42,0.236996396,0.597698996,0.794512442,0.011928576,0.036082272,1.307671053,1.67E-07,6.79E-07,MYST/Esa1-associated factor 6
chr3,29850217,30408409,-,Mecom,5522,65,93,28,28,84,54,47,40,1.23,0.002041162,0.006090986,-0.49,0.333216712,0.730992417,0.313261641,0.120165402,0.260170861,-1.727846247,9.69E-05,0.000294025,MDS1 and EVI1 complex locus
